id	comentario	data	autor	dominio	avaliacao_dominio	estrelas	avaliacao_conceitual
1083	Pessoal não é mentindo não, mais esse celular é bonito e talz...mias é um lixo para o valor que é cobrado, além de ser caro, tem muitos problemas que logo logo todos vocês iram começar a perceber, o meu no inicio era perfeito, mais hoje com 2 meses de uso, o despertador so funciona quando quer, os contatos demora para carregar, alguns jogos ficam dando travadinhas, o processador é lento 1ghz era pra ser ultravelloz, igual o do iphone que tbm é 1ghz, mais nem chega perto, o sistema android 4.0 nele é muito pesado, muitos pessoas vão achar que meu celular da cheio de Apps, ou musicas e fotos e por isso que ta ruim assim, mais não pessoal ele ta sem nada praticamente, ja não instalei nada nele porque vi inúmeros comentários contra ele e decidi fazer o teste e os problemas ja estão acontecendo, então não recomendo a compra pra ninguém, muitos dão avaliação positivas porque compram o celular e nem testam e so por ser bonito o celular ja o colocam nas nuvens, mais não se enganem não gente, to aqui dando minha opinião pra ajudarem quem pretendem comprar esse celular que vai por mim, num vale nada.	2013-07-19 00:00:00	cleberson	buscape	\0	1	BM
1087	Ganhei ha 2 meses e no inicio atendeu as minhas expectativas pelo design, durabilidade de bateria(até 2 ou 3 dias, dependendo do uso) e praticidade de usar apenas 1 aparelho já que é 2 chips, porém trava muito, não responde aos comandos e muito lento, até para fazer chamadas, mensagens, contatos, ou seja comandos simples. A internet é lenta inclusive no wi-fi. Os jogos baixados são bastante lentos, além de travarem com facilidade. Optei por um android pela facilidade de uso, porém o aparelho, apesar de caro, não é de qualidade. Por isso não recomendo.	2013-07-13 00:00:00	joyce nogueira dias	buscape	\0	1	BM
1091	Apesar de ser um celular com um belo design, uma boa câmera e muitas ferramentas a disposição não recomendo este smartphone. Tenho este aparelho há uns 9 meses e já vou parar de usá-lo por travar demais, ser muito lento, desligar sozinho sem qualquer motivo e algumas vezes indicar que está sem o chip.	2013-07-09 00:00:00	edilson m. gushiken	buscape	\0	1	BM
1095	APARELHO EXTREMAMENTE LENTO, SINGLE CORE, E A TELA ANTO RISCO É MENTIRA, RISCA SIM!! NAO RECOMENDO!!	2013-06-30 00:00:00	filipe demo	buscape	\0	1	IF
1096	O PRODUTO É PESSIMO. TRAVA CONSTANTEMENTE. VC COMEÇA A FAZER UMA LIGAÇÃO ELE TRAVA, VC RECEBE UMA LIGAÇÃO ELE TRAVA, VC QUER ABRIR UM PROGRAMA ELE TRAVA... ALEM DA DEMORA EM ABRIR OS PROGRAMAS COMO AGENDA E MESMO LIGAR PRA UM NUMERO QUALQUER. ISTO É IRRITANTE. AGORA DEU PRA DESLIGAR MINHAS CHAMADAS. HORRIVEL PRODUTO. NAO COMPREM.	2013-06-27 00:00:00	ulisses costa	buscape	\0	1	IF
1098	É o pior celular que existe no mundo. Trava o tempo todo, é extremamente lento e a imagem da câmera é de péssima qualidade.	2013-06-17 00:00:00	tercio campos polli	buscape	\0	1	BM
1103	O processamento das tarefas é muito devagar. Demora muito para fazer uma simples ligação. Trava demais. Numa emergência você não consegue fazer nada, haja paciência! Às vezes recebo ligações, o telefone vibra/toca mas só aparece o número/nome e a opção de atender no touchscreen depois de muito tempo, já perdi várias chamadas assim.	2013-06-04 00:00:00	bruna	buscape	\0	1	BM
1108	TÃO LENTO QUE CHEGA A SER LENTO PRA DIGITAR OS NÚMEROS PRA FAZER CHAMADA, ARREPENDIMENTO: UNICA PALAVRA QUE DEFINE. NÃO ENTENDO PORQUE ESSE PRODUTO NÃO FOI FEITO RECALL A SAMSUNG CONSEGUIU SER A PIOR COM ESSE CELULAR, UMA LENTIDÃO SEM EXPLICAÇÃO, INDEPENDENTE DE CARTÃO DE MEMORIA OU QUALQUER COISA, ACHO QUE O PROBLEMA É O PROCESSADOR SINGLE-CORE, QUE NÃO ATENDE A EFICIÊNCIA DO ANDROID QUE ELE TEM E SUA MEMORIA RAM.	2013-05-14 00:00:00	nazareno torres p...	buscape	\0	1	IF
1109	Ridículo. Apesar de ter um design clean e de fácil manuseio, seu processamento é deveras lento. Irritante, não justificável, apesar do seu processador de 1Ghz. Não recomendo. Guarde seu dinheiro e compre algo mais robusto se deseja utilizar todas as funções de um verdadeiro smartphone e não tão somente as características de um dual chip, pois a querida Samsung ja fez o favor de sucateá-lo pelo GRAN DUOS ou pelo S3 mini.	2013-05-12 00:00:00	antonio eudes fei...	buscape	\0	1	BM
1110	Ridículo. Apesar de ter um design clean e de fácil manuseio, seu processamento é deveras lento. Irritante, não justificável, apesar do seu processador de 1Ghz. Não recomendo. Guarde seu dinheiro e compre algo mais robusto se deseja utilizar todas as funções de um verdadeiro smartphone e não tão somente as características de um dual chip, pois a querida Samsung ja fez o favor de sucateá-lo pelo GRAN DUOS ou pelo S3 mini.	2013-05-12 00:00:00	antonio eudes fei...	buscape	\0	1	BM
1117	o produto e otimo eu vou comprar!	2013-04-29 00:00:00	guilherme	buscape		5	SF
1122	Produto a princípio funcionou bem, mas a bateria dura pouco. Depois de três meses, começou a desligar sozinho. Após religar, não mais que uma ou duas horas funcionando em stand-by, desliga-se novamente. Parece ser um problema crônico, pois vi em sites tipo reclameaqui que há várias reclamações semelhantes.	2013-03-27 00:00:00	luiz ricardo menezes	buscape	\0	1	BM
1123	Profundamente arrependido de tê-lo comprado! O aparelho revelou-se extremamente LENTO, principalmente quando dois ou mais aplicativos estão em funcionamento. Por exemplo: se estiver usando o GPS, e for usar o telefone para receber ou fazer uma ligação, esqueça! Demora intermináveis minutos processando... processando... processando, e às vezes trava, ou reinicia sozinho. A assistência técnica não resolveu, caracterizando os problemas como CARACTERÍSTICA DO PRODUTO (!!!) Segundo um técnico da própria Samsung, o modelo S Duos S7562 precisaria de um processador mais potente e mais memória para dar conta de todas as funcionalidades.	2013-03-26 00:00:00	claudio sena	buscape	\0	1	SF
1124	Celular é bonito e tem várias funções, mas o sistema é extremamente lerdo. Vive congelando e muitas vezes te faz raiva porque você não consegue fazer uma ligação porque o celular esta operando muito devagar. Mecher nos menus de configuração fica dando umas agarradas toda hora. Até pra escolher um contato para fazer uma ligação é devagar e da umas travadas. O celular em si é bom, o sistema android da samsung que está horrivel. Já entrei em contato com a Samsung para reclamar e eles simplesmente falam que o problema não existe. Sendo que se pode achar inumeros usuários reclamando do problema de performance na internet. Espero que eles arrumem isso porque pagar 900 reais em um celular pra ficar travando toda hora é sacanagem e falta de respeito com o consumidor	2013-03-25 00:00:00	rafaellouback	buscape	\0	1	SF
1125	Celular com memoria muito curta, trava muito e só suporta o sistema operacional!	2013-03-22 00:00:00		buscape	\0	1	BM
1128	Péssimo!! Desde o inicio, lento na operação, na troca de telas e funções. Achei q era um problema de excesso de aplicativos, principalmente depois q descobri q todos os aplicativos são instalados na memória interna e não como mudar isso. Ou seja, o sdcard externo q vc coloca só serve para fotos, videos e musicas. Com isso, desinstalei todos os aplicativos superfluos e... nada mudou. Se eu estivesse falando com alguem e um outro alguem me ligasse... pronto, eu não conseguia mais ligar nem receber ligações. Cada vez q eu escolhia o contato e apertava o fone verde, ele elevava uns 15 ou 20 segundos para responder ao comando. E se nesse meio tempo alguem ligasse, ferrou. Ele não atendia e nem ligava. Nuca mais. E eu busquei na internet e todo mundo fala desses mesmos problemas. Não tem jeito. Tem até uma página no face : Samsung Galaxy S Duos S7562 / S7562l - Movimento / Protesto.	2013-03-20 00:00:00	rita de cássia ta...	buscape	\0	1	SF
1129	eu quero um desse	2013-03-19 00:00:00	layne kauany	buscape		5	IF
1130	Horrível. Tem bastante funções, mas trava e desliga sozinho o tempo todo. Eu sempre gostei muito da Samsung, mas esse aparelho é uma piadinha de mal gosto. Certa vez, estava no facebook e ouvindo música, quando recebi uma ligação. O celular, para não perder o costume, TRAVOU. Não conseguia atender, nem pausar a música, nem sair do face. Tive que ficar com o celular na mão vendo ele tocar (estava no silencioso) escutando a música, e com o facebook funcionando mais ou menos, esperar a ligação cair, esperar uma "pequena eternidade" para ele voltar ao normal e ligar para a pessoa. Tudo que vai fazer nesse aparelho é lento, aí vc acha que não pegou no lugar certo e "aperta" outra vez, mas ele já tinha "entendido", só estava demorando 600 anos pra executar. Enfim, PÉSSIMO.	2013-03-18 00:00:00	carolini de freit...	buscape	\0	1	SF
1136	O celular é muito bonito e só. Não sei se é o telefone ou se é o Android. A única coisa que sei é que o telefone é muito lento! Tão lento que as vezes perco a paciência e largo ele de lado. As vezes demora muito somente para abrir o teclado para digitar um número ou simplesmente para abrir a lista de contatos. Os aplicativos então nem se fala. Péssimo custo-benefício.	2013-02-24 00:00:00	e-bit	buscape	\0	1	SF
1138	Só compensa por ser duo. Mas como smartphone não serve. O que gostei: Só é bonitinho O que não gostei: Péssimo android. Muito laggado, trava demais, bateria não dura nada.	2013-02-03 00:00:00	e-bit	buscape	\0	1	BM
1143	muito bom esse produto, muita tecnologia , com um custo baixo O que gostei: muitoooo bom esse cel atente as minhas necessidades	2012-12-17 00:00:00	daniel ramos	buscape		5	BM
1144	Já precisei restaurar o meu celular duas vezes tentando resolvera problema da lentidão e nada... Entrei em contato com a samsung e fui instruída a levar o aparelho na rede autorizada. Acho que deveriam recolher todos os aparelhos e corrigir os defeitos antes de colocá-los no mercado. Muito de decepcionada!! O que gostei: Nada. Não recomendo. O que não gostei: Extremamente lento, resolução da câmera ruim, arranha com muita facilidade, dificuldade em selecionar o chip para realizar chamadas, constantemente sem sinal de rede, ligações com ruídos, preço elevadíssimo, enfim.... Não recomendo!	2012-12-23 00:00:00	sã´nia costa albu...	buscape	\0	1	BM
1151	É o melhor galaxy duos do momento. O Ace tbm é duos, porém é um primo pobre da geração dos galaxy S, pois este, além de tudo, tem flash LED na camera que o Ace duos não tem. É maravilhoso!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! O que gostei: TELA ÓTIMA, ANDROID, 3G, GPS, CAMERA COM FLASH LED, PROCESSADOR RÁPIDO E MUITO MAIS O que não gostei: NADA!	2012-10-07 00:00:00	lili	buscape		5	BM
1154	Pequeneninho, fácil de carregar! eu queroo!	2013-07-20 00:00:00	ana carolina pavarin	buscape		5	SF
1155	É um ótimo produto que proporciona facilidade no dia a dia, já que a alta tecnologia permite fazer muitas coisas ao mesmo tempo em único aparelho. Além disso, posso ter os mesmo benefícios de um galaxy s 3, em um aparelho menor, o que também facilita. Recomendo o produto pela alta qualidade da marca, qualidade da câmera, variedade de aplicativos.	2013-07-19 00:00:00	joyce rabelo vila...	buscape		5	BM
1159	Achei ele ótimo.	2013-08-24 00:00:00	fábio	buscape		5	SF
1160	um lixo, trava a toda hora, muito devagar por ser dual core, da problema nas ligações, quando esta no chip 2 e te ligam no chip 1 ele muitas vezes alega estar desligado, se trocar os chips de lugar, acontece igual.... desapontado, mas pra quem nao tem $$$ pra comprar um s3 ou s4... fazer o q .. é o q mais se parece com eles	2013-07-26 00:00:00	deywisson nammoura	buscape	\0	1	SF
1163	um produto ótimo de fácil uso bom pra capitar melhores momentos com os amigo e todas as pessoas que amamos	2013-07-12 00:00:00	paulo	buscape		5	SF
1166	Experiência com o produto mais horrível possível ....baixa qualidade em seus componentes, samsung nunca mais....gastei 1200.00 reais não durou 2 meses....está até hoje na assistência técnica faz 16 dias não tem previsão de saída....	2013-07-02 00:00:00	walter bulgarelli...	buscape	\0	1	SF
1167	É um ótimo aparelho, fino, leve e com uma câmera muito boa. Fácil de usar, mesmo para quem não teve um Samsung antes. A bateria dura bem, se levado em consideração os recursos. Custo benefício aprovado!	2013-06-04 00:00:00	emmanoel paulino ...	buscape		5	PL
1168	Um excelente celular pra quem gosta de comodidade e praticidade. Além do design que é maravilho! Suas funções então, são as melhores da categoria.	2013-05-22 00:00:00	letycia thayanne ...	buscape		5	BM
1172	Estou a duas semanas com ele, PERFEITO!	2013-05-13 00:00:00	andreza monteiro	buscape		5	SF
1173	Comprei o produto em uma loja oficial da Samsung e, no 2º dia, ele já travou e só ligava depois de mais de 1h (sem exageros). Continuou apresentando o problema e registrei a informação na assistência online da Samsung , que informou que para esse tipo de problema, sempre é necessário FORMATAR o aparelho e voltar às configurações originais de fábrica. Fiz o procedimento (que me fez perder muitas informações que eu tinha) e o problema continua. Agora ele desliga sozinho e continua demorando horas para ligar. Até o momento sem retorno da loja da assistência técnica (que só tem 1 unidade para região sul e oeste de SP). NÃO RECOMENDO - MUITOS PROBLEMAS E PÉSSIMA ASSISTÊNCIA TÉCNICA.	2013-05-10 00:00:00	rafaela	buscape	\0	1	SF
1174	QUER E BOM DE MAIS.	2013-04-01 00:00:00	lucas	buscape		5	IF
1176	Do Meu Ponto de Vista a Apple está lançando um produto JÁ ultrapassado, pois se formos comparar com o galaxy SIII os hardware continuam a frente da apple e Outra característica que vale a pena mencionar é a maior versatilidade do Galaxy S3: ele dispensa o uso de software (iTunes) e de cabo exclusivo (?proprietário?), além de vir equipado com o sistema operacional Android que, apesar de mais fragmentado (em versões e atualizações), oferece maior potencial de personalização e fica pouco atrás na quantidade de aplicativos disponíveis.Na minha opinião, são três os golpes fatais da Samsung que finalizam o iPhone 5: a belíssima tela de AMOLED com 4,8 polegadas, ampla e precisa; o supersônico processador de quatro núcleos (4x 1.4 Ghz); a memória expansível por meio do cartão MicroSD, que pode chegar a 80 GB (16 do aparelho + 64 do cartão) ? lembra quando 80 GB era um bom HD?Como sucessor dos gloriosos iPhones anteriores, o número 5 é um bom gadget, porém custa mais do que (concretamente) vale. Para o usuário comum (light user), ele só é recomendado se um dos objetivos for a obtenção de reconhecimento social (status, ?se exibir?). Vale a pena esperar pelo iPhone 5 se você estiver num desses três grupos: pessoas que valorizam mais o design do que o desempenho; fãs da marca Apple e seus produtos; pessoas que não gostam do sistema Android (eu ainda optaria por um Windows Phone 7 do que iOS). Essa É a minha Avaliação sobre o iphone 5, que comparando com outros celulares, ele perde.	2013-09-21 00:00:00	eva sueli fernand...	buscape		5	IF
1177	o produto eh muito bom de usar	2013-09-20 00:00:00	thaleshacker	buscape		5	SF
1178	celular otimo,facil de tocar,otimas as ligaçoes ,ele e otimo!!!!	2013-09-17 00:00:00	leonardo	buscape		5	SF
1179	Eu não tenho experiência mas eu quero um iphone 5. Porque ele é legal etc.	2013-09-01 00:00:00	gustavo	buscape		5	IF
1180	Eu quero muito ganhar um iphone 5 porque minha mae nao tem condiçao de me dar um entao queria aproveitar essa chanse e e muito bom o iphone coonheço um amiga que tem .	2013-08-28 00:00:00	lais santos neves	buscape		5	IF
1181	eu sempre quis um produto da apple principalmente o iphone ou um ipad branco	2013-08-24 00:00:00	amanda tabita	buscape		5	IF
1183	eu gostaria de ganhar, pois eu seria a pessoa mais descolada da minha escola. E além disso ele é Perfect.....	2013-08-01 00:00:00	ana laura librais	buscape		5	IF
1188	Já usei um e achei muito bom, facilita muito a vida de quem usa, adorei esse Iphone, eu quero um....	2013-07-24 00:00:00	noname02	buscape		5	SF
1190	E bom por que por causa de vários motivos duração de bateria desing custo beneficio facilidade de uso funções e caracteristicas durabilidade display e câmera alem da marca ser muitissimo boa muito bom mesmo o iphone 5	2013-07-23 00:00:00	verônica modesto	buscape		5	IF
1192	Eu vejo o Iphone 5 de outras pessoas, além de moderno muito bonito!	2013-07-22 00:00:00	jose carlos	buscape		5	IF
1193	acho bonito legal e tenho facilidade para mexer !	2013-07-21 00:00:00	monique	buscape		5	IF
1194	Decepcionado! Quero trocar por um Galasy da Sansung. Perde e por muita diferença. É somente grife. A conectividade é fechada.	2013-07-19 00:00:00	volmir	buscape	\0	1	SF
1195	Simplesmente o produto mais fantástico do Planeta Terra, do Mundo.	2013-07-18 00:00:00	marcos aparecido ...	buscape		5	SF
1196	Apesar do preço do aparelho ser um pouco elevado, digamos que o produto vale a cada centavo! Durabilidade, tecnologia, resolução da câmera é secional, vale a pena adquirir.	2013-07-17 00:00:00	gabriela linhares	buscape		5	BM
1199	O iPhone 5 é ótimo me apaixonei , é bom para uso , GPS , falar com amigos Só precisa que a camera seja melhor O iPhone é muito bom	2013-07-12 00:00:00	tatiana	buscape		5	SF
1200	eu achei ele muito facil de uso,bonito,usei o de uma amiga,e queria ganhar muito...deus abençoe!!	2013-07-11 00:00:00	ana beatriz costa	buscape		5	SF
1201	muuito bom msmo , eu acho de boa qualidade a camera e boa e facio de usar	2013-07-10 00:00:00	tiago santos	buscape		5	BM
1202	Já tive um, achei fantástico. Recomendadíssimo.	2013-07-10 00:00:00	raphael alves med...	buscape		5	SF
1203	a camera os jogos a internete as coisas que da para fazer	2013-07-10 00:00:00	andea aparecida	buscape		5	IF
1205	Não tenho o produto, mais falam que é muitooo bom!! =]]	2013-07-09 00:00:00	camila	buscape		5	IF
1206	ele e muinto bão e facil de frazer as coisa jogar ligar o melhor telefone e o unico site que voce comcorre a esse iphone	2013-07-08 00:00:00	guilherme	buscape		5	IF
1207	gostaria muito de possui um , mais não tenho dinheiro pra compra e muito caro	2013-07-05 00:00:00	sandra	buscape		5	IF
1209	produto excelente, Muito fácil sua utilização com funcionalidades que você só encontra nos produtos apple	2013-07-03 00:00:00	eduardo rios de o...	buscape		5	SF
1210	eu já tive um mas perdi mas eu tenho experiencia do que ele e um celular maravilhoso ex:se vc estiver passando mal e so mandar uma mensagem u um telefonema chega rapidinho e esse celular não e para crianças	2013-07-02 00:00:00	taina	buscape		5	IF
1211	quem tem esse produto diz que é otimooo eu ainda nao tenho mas em breve vou ter se eu for o ganhador iaaaaaaa	2013-07-02 00:00:00	luvanor lukas soares	buscape		5	SF
1215	muito bom	2013-05-21 00:00:00	thiago rodrigues	buscape		5	SF
1216	nossa eu adorei este produto ele não é meu mais já tive a oportunidade de mecher um pouco nele!!...	2013-05-13 00:00:00	thaynara morais	buscape		5	SF
1227	É um produto maravilhoso apesar de nao o ter aqui comigo .	2013-03-27 00:00:00	patricia	buscape		5	SF
1228	Bom A Apple Não Inova Muito Ela Tinha Que Muda Com O Smartphone E Lança Novos Com Designe E Tela Totalmente Diferente E Alem Disso E Muito Carro Um Galaxy da Vida Vale Mais Que Um Iphone	2013-03-26 00:00:00	victor hugo arauj...	buscape	\0	5	SF
1229	Um Produto de 1° Linha Super Moderno e Muito Fácil de se Mexer Não tenho o Produto Mais Conhece ele bem através de Amigos e Parentes.	2013-03-24 00:00:00	tulio moura	buscape		5	SF
1230	Um Produto de 1° Linha Super Moderno e Muito Fácil de se Mexer Não tenho o Produto Mais Conhece ele bem através de Amigos e Parentes.	2013-03-24 00:00:00	tulio moura	buscape		5	SF
1234	o gente pode comprar porque é muito bom,desliza rápido é ótimo.Só que cuidado,para os muleques não pegarem o celular da sua mão	2013-09-17 00:00:00	brunno tarcisio	buscape		5	SF
1235	o iphone 4s fusiona muito bem,mas,tudo tem o seu defeito,como: 1-)o iphone não será vendido mais a partir de 2014.Na apple o produto de 16gb está sendo vendido por R$ 1.699,00. O ipad 4 (16gb)está sendo vendido por R$ 1.749,00.ou seja é melhor você juntar mais R$152.E para ligar é só comprar um celular nem ruim e nem bom,que no minimo sai de R$200.00(2 chipes). 2-)o seu concorrente GALAXY S3 ganha a "guerra".Alguns aplicativos do do iphone tem que pagar,já o do seu concorrente,você baixa gratís. LADO BOM: 1-)o dispositivo possui a inovadora tela retina de 3,5 polegadas 2-)o dipositivo possui recursos ópticos avançados, uma lente personalizada e um sensor de 8 megapixels, você captura fotos de alta qualidade e pode fazer ótimos filmes em full HD de 1080p. Feito por Lucas oliveira de 11 anos	2013-09-09 00:00:00	lucas	buscape	\0	5	IF
1236	muito bom ainda n tenho mais vou ter	2013-08-21 00:00:00	caio frederico	buscape		5	SF
1237	Fiz vários testes com o produto e ele é incrível. Muito simples e bonito. Assim que possível vou adquirir um.	2013-08-15 00:00:00	eduardo rios de o...	buscape		5	BM
1238	ele e otimo sempre quis um daquele , e aceito ele espero que nao seja enganada	2013-07-24 00:00:00	gabriela	buscape		5	SF
1240	O produto é muito bom, e recomendo, principalmente para pessoas que gostam da Apple.	2013-07-04 00:00:00	edgard santos	buscape		5	SF
1241	Produto maravilhoso e pratico de usar , eu o recomendo .	2013-07-01 00:00:00	emily van tomme	buscape		5	BM
1243	EU CONSIGO UTILIZAR QUASE TUDO MAS NAO CONSIGO TRANSMITIR ARQUIVOS PELO BLUETHOOH	2013-06-09 00:00:00	geovanne amaro	buscape	\0	5	IF
1250	O produto é muito bom, apesar da bateria durar no máximo um dia. O que gostei: As funcionalidades O que não gostei: A duração da bateria.	2012-11-13 00:00:00	n2	buscape		5	BM
1261	otimo,economico,sustentavel,ecologico,bom para seu bolço e custo beneficio.camera,wi-fi.compre seu sansung s2,agora.	2013-09-24 00:00:00	ricardo nogueira	buscape		5	SF
1262	O aparelho e incrível.Quem conhece sabe	2013-09-05 00:00:00	lwcass	buscape		5	SF
1269	Já faz um bom tempo que tenho o meu, nunca tive nenhum tipo de problema, assistencia. Ótimo processador, audio muito bom, resolução da máquina boa d+...	2013-03-25 00:00:00	filipe	buscape		5	BM
1274	eu gostei dele,é bom, inteligente e legal O que gostei: tudo nele e bom O que não gostei: nada e ruim	2012-08-31 00:00:00	david	buscape		5	SF
1295	BOM DIA FIZ UMA COMPRA DE UM Smartphone Motorola RAZR i XT890 PORQUE VI NA INTERNET SUA PROPAGANDA DIZENDO QUE E UM CELULAR DURAVEL E QUE O FUNDO DO APARELHO E DE KEVILAR UMA ESPECIE DE UM MATERIAL QUE NAO RISCA E NAO QUEBRA. TUDO MENTIRA. MENTIRA DAS GRANDES. ONTEM MEU APARELHO CAIU DE UMA ALTURA DE 30 CM E ACABOU COM O FUNDO. UMA PACANDINHA DE NADA FEZ UMA RACHADURA ENORME NO FUNDO QUE A MOTOROLA INSITE EM DIZER QUE E DE OTIMA QUALIDADE. TENHO O S GALAXY S4 QUE E DE PLASTICO JA CAIU DE ALTURA BEM MAIOR E NAO TEVE NADA. ME SINTO LESADO PELA PROPAGANDA QUE ESSA EMPRESA FAZ DE UM PRODUTO CARO E QUE E TUDO MENTIRA. ME SINTO ENGADO. LIGUEI NA EMPRESA QUE COMPREI E ELES DISSERAM QUE TINHA QUE MANDAR PRA ASSISTENCIA. ASSISTENCIA DA MOTOROLA? HORRIVEL O APARELHO VAI COM UM PROBLEMA E VOLTA COM DOIS TRES QUE NAO TINHA. PREFIRO FICAR COM O APARELHO ASSIM RACHADO COM ESSE FUNDINHO PIOR QUE OS PLASTICOS DA SAMSUNG	2013-08-19 00:00:00	gilvan nunes	buscape	\0	1	IF
1296	Comprei o aparelho e chegou dia 08/08/13. Funcionou algumas horas e parou (não reconhece o chip, fica como sinal de emergência direto). No outro dia funcionou um pouco e parou de novo. Resultado: segundo dia de uso foi para a assistência técnica. Pesquisei na internet e vi várias pessoas reclamando do mesmo problema. Sugiro que quem quiser comprar pesquise no google antes. Coloque "sem sinal da operadora", "chamada de emergência", "não reconhece sim" e verá a roubada que é este aparelho.	2013-08-11 00:00:00	sérgio ricardo de...	buscape	\0	1	SF
1297	Adquiri o Produto parta uso pessoal, e para minha surpresa com cerca de 15 dias de uso o aparelho não estava ejetando o chip da operadora, procurei a assistência em Palmas To, que retirou o chip a força e me devolveu ficando somente com o aparelho. Cerca de 5 dias depois disseram que o aparelho estava pronto para ser retirado e quando fui buscá-lo me informaram que o aparelho teria perdido a garantia, fiquei surpreso pois os únicos que manusearam o aparelho foi a própria autorizada. Procurei o fabricante que simplesmente concordaram com a autorizada. Descobri que quem retirou o chip do aparelho foi na verdade um técnico da samsung, pois a loja também é autorizada desta marca, o que por si só já geraria a perda da garantia e que não foi levado em conta pelo fabricante. Resultado tive que levar o caso para a justiça e estou aguardando o dia da audiência. Em relação ao aparelho encontrei vários outros proprietários com o mesmo problema de ejeção do chip.Já havia comprado um Motorola antes e também tinha tido problemas mas como a empresa mudou de dono resolvi arriscar novamente, porém depois deste não volto e nem indico a ninguém compra Smartphone ou outro produto Motorola.	2013-08-10 00:00:00	antonio	buscape	\0	1	SF
1298	Recebi meu aparelho ontem(08/08/2013), funcionou duas horas e parou. Hoje pela manhã estava funcionando até as 8 e após parou de funcionar. Segundo dia de uso tive que levar na autorizada (segundo eles vai levar de 25 a 30 dias para retornar). O defeito que ele tem é que não reconhece a rede de telefonia. Fica a mensagem de chamada de emergência. Um absurdo. Não aconselho ninguém a comprar. Meu sobrinho que mora também comprou e deu o mesmo problema. Sugiro que quem quiser compra-lo pesquise na internet antes. Verifiquei que várias pessoas tiveram o mesmo problema. Sugiro que não comprem este aparelho.	2013-08-09 00:00:00	sergio ricardo de...	buscape	\0	1	SF
1299	produto muito agil, facil de usar.. e camera muito boa!	2013-08-01 00:00:00	lucas boeira ulguim	buscape		5	BM
1303	Desing bonito e boa duração da bateria, mas a toda hora tem um pequeno problema e sempre trava.	2013-07-16 00:00:00	pedro henrique ze...	buscape	\0	1	PL
1304	Boa noite, estou entrando em contato para informar minha total insatisfação com um dos produtos que comprei da Mototola, comprei um Smartphone em outubro do ano passado, depois de um mês de uso o aparelho começou a esquentar muito alem de não segurar carga, eu achei que era só redefinir os recursos do telefone que ele voltaria ao normal e assim fiz 2 vezes conforme orientação do próprio site da marca, porem com o tempo o aparelho começou a gerar outros problemas alem dos mencionados como desligar sozinho e agora não consigo nem escutar musica porque o aplicativo de musica dele não fusiona direito, levei o aparelho na assistência técnica a 3 vezes e o aparelho retornou com o mesmo problema, estou em contato com ele por email e tudo que dizem é que tenho que ir a assistência... ai surge uma divida até quando... APARELHOS MOTOROLA NUCA MAIS !!!!!!	2013-07-08 00:00:00	toni	buscape	\0	1	SF
1308	Comprei o aparelho pelo ?EXTRA.COM.BR? data emissão fatura foi em 25/05/2013 entrega no dia 29/05/2013. O celular depois de carregado e ligado a tela ?TOUCH SCREEN? não funciona, não responde a qualquer comando. Entreguei na autorizada da MOTOROLA com prazo de 15 a 20 dias para entrega. PLENAMENTE ARREPENDIDO DA COMPRA!!!	2013-06-08 00:00:00	gilmar	buscape	\0	1	SF
1309	Apesar da tela Gorilla Glass ser resistente a riscos e a capa traseira de Kevlar, as telas dos modelos RAZR XT910 e RAZR XT890 da Motorola são extremamente frágeis a pequenas quedas (40cm). A garantia não cobre este tipo de ocorrência (pressão ou impacto) e o consumidor acaba arcando com o prejuízo. Já existem inúmeras reclamações sobre estes dois modelos. Não aconselho a compra de forma alguma.	2013-06-01 00:00:00	filipe virgí­nio ...	buscape	\0	1	SF
1311	O cartão SIM não entra no espaço reservado para ele. Atenção: não compre este modelo Celular Motorola Razr i. Comprei um na Submarino e constatei que o cartão SIM de qqer operadora NÃO ENTRA no aparelho. Não tive como avaliar o desempenho do aparelo e suas funções, devido a este motivo. Agora vou ter que devolver ao Bmarino e requerer devolução do dinheiro.	2013-04-18 00:00:00	yve regent	buscape	\0	1	IF
1314	Comprei em junho/2012 e ate hoje so consegui fazer 3 chamadas com ele. Vive estragado. Na primeira vez uma semana apos a compra a camera travou e apresentou listra do displey.Foi para conserto e um mes depois ele todo tarvou levando uma semana para atualizar o android. Ate conseguir ir a uma assistencia que nunca tem perto da sua casa, levei meses pois moro em SP e a Motorola nao fornece servico de retirada em casa. Atualmente esta pronto na assistencia e segundo a propria motorola foi trocado quase tudo dentro dele. Concluindo comprei uma bomba , um lixo. Nao recomendo nem para um inimigo meu.	2013-03-08 00:00:00	dinha	buscape	\0	1	SF
